"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 15:06:40 GMT 2024","Wed Apr 03 15:06:40 GMT 2024","47","tests.backend","test_create_build_conf","TestBuildConfCreateDeleteAndGetInfo","","","Проверка создания, удаления билд конфигурации и получения информации о ней","Негативный тест проверяет создание билд конфигурации, ее удаление и запрос информации о ней."
"passed","Wed Apr 03 15:10:29 GMT 2024","Wed Apr 03 15:11:05 GMT 2024","36307","tests.frontend","test_e2e_create_build_conf","","","","Проверка создания билд конфигурации с пустыми обязательными полями, невалидным id, с уже существующим именем билд конфигурации","Негативный тест проверяет создание билд конфигурации с пустыми обязательными полями, невалидным id, с уже существующим именем билд конфигурации."
"passed","Wed Apr 03 15:06:38 GMT 2024","Wed Apr 03 15:06:38 GMT 2024","64","tests.backend","test_create_build_conf","TestBuildConfCreateWithoutObligatoryFields","","","Проверка создания билд конфигурации без поля ""steps""","Тест проверяет создание билд конфигурации без поля ""steps""."
"passed","Wed Apr 03 15:06:36 GMT 2024","Wed Apr 03 15:06:36 GMT 2024","47","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с пустым полем ""id""","Негативный тест создание билд конфигурации с пустым полем ""id""."
"passed","Wed Apr 03 15:16:10 GMT 2024","Wed Apr 03 15:16:22 GMT 2024","12124","tests.frontend","test_e2e_create_project","","","","Изменение данных проекта с использованием невалидного id с последующим корректным его изменением","Флоу из негативный теста по изменению проекта с невалидным id с последующим корректным его изменением."
"passed","Wed Apr 03 15:14:46 GMT 2024","Wed Apr 03 15:15:01 GMT 2024","14412","tests.frontend","test_e2e_create_project","","","","Проверка создания проекта с пустым полем ""id"", с уже используемым id","Флоу негативных тестов проверяет создание нового проекта с пустым полем ""id"", с уже используемым id."
"passed","Wed Apr 03 15:06:40 GMT 2024","Wed Apr 03 15:06:40 GMT 2024","7","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с пустым полем ""parentProject""","Негативный тест проверяет создание нового проекта с пустым полем ""parentProject""."
"passed","Wed Apr 03 15:20:15 GMT 2024","Wed Apr 03 15:20:38 GMT 2024","22543","tests.frontend","test_e2e_run_build_conf","","","","Проверка создания шагов билд конфигурации с последующим ее запуском","Негативный тест проверяет шагов билд конфигурации с последующим ее запуском и отображением ошибки."
"passed","Wed Apr 03 15:06:36 GMT 2024","Wed Apr 03 15:06:36 GMT 2024","52","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""id""","Негативный тест создание билд конфигурации с невалидными с невалидными данными в поле ""id."
"passed","Wed Apr 03 15:06:41 GMT 2024","Wed Apr 03 15:06:41 GMT 2024","27","tests.backend","test_create_project","TestProjectCreateWithTheSameData","","","Проверка создания проекта с уже существующим ""id"" другого проекта","Негативный тест проверяет создание нового проекта с уже существующим ""id"" другого проекта""."
