"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 10 10:09:58 GMT 2024","Wed Apr 10 10:09:58 GMT 2024","40","tests.backend","test_create_project","TestProjectCreateWithVariantData","","","Проверка создания проекта с булевым значением ""False"" в ""copyAllAssociatedSettings""","Тест проверяет создание нового проекта с булевым значением ""False"" в ""copyAllAssociatedSettings""."
"passed","Wed Apr 10 10:09:49 GMT 2024","Wed Apr 10 10:09:49 GMT 2024","102","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""id""","Негативный тест создание билд конфигурации с невалидными с невалидными данными в поле ""id."
"passed","Wed Apr 10 10:21:16 GMT 2024","Wed Apr 10 10:21:29 GMT 2024","12742","tests.frontend","test_e2e_create_project","","","","Проверка создания копии проекта","Позитивный тест проверяет создание нового проекта на основе копирования с уже существующего."
"passed","Wed Apr 10 10:09:51 GMT 2024","Wed Apr 10 10:09:51 GMT 2024","100","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""project_id""","Негативный тест создание билд конфигурации с невалидными данными в поле ""project_id""."
"passed","Wed Apr 10 10:21:32 GMT 2024","Wed Apr 10 10:21:42 GMT 2024","9848","tests.frontend","test_e2e_create_project","","","","Проверка создания копии проекта","Позитивный тест проверяет создание нового проекта на основе копирования с уже существующего."
"passed","Wed Apr 10 10:14:49 GMT 2024","Wed Apr 10 10:15:27 GMT 2024","38590","tests.frontend","test_e2e_create_build_conf","","","","Проверка создания билд конфигурации с пустыми обязательными полями, невалидным id, с уже существующим именем билд конфигурации","Негативный тест проверяет создание билд конфигурации с пустыми обязательными полями, невалидным id, с уже существующим именем билд конфигурации."
"passed","Wed Apr 10 10:13:02 GMT 2024","Wed Apr 10 10:13:37 GMT 2024","35186","tests.backend","test_user_critical_flow","TestProjectCreate","","","Проверка юзер флоу по созданию проекта, билд конфигурации и ее запуску","Тест проверяет создание нового проекта и его появление в общем списке проектов."
"passed","Wed Apr 10 10:10:00 GMT 2024","Wed Apr 10 10:10:00 GMT 2024","62","tests.backend","test_create_project","TestProjectCopy","","","Проверка копирования проекта с неизвестным id проекта","Негативный тест проверяет создание нового проекта путем копирования с использованием несуществуюшего id проекта""."
"passed","Wed Apr 10 10:09:57 GMT 2024","Wed Apr 10 10:09:57 GMT 2024","29","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""id""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""id""."
"passed","Wed Apr 10 10:09:58 GMT 2024","Wed Apr 10 10:09:58 GMT 2024","28","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""parentProject""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""parentProject""."
"passed","Wed Apr 10 10:12:01 GMT 2024","Wed Apr 10 10:13:02 GMT 2024","60240","tests.backend","test_run_build_conf","TestRunBuildConfSeveralTimes","","","Проверка запуска одной и той же билд конфигурации несколько раз","Тест проверяет запуск одной и той билд конфигурации несколько раз."
"passed","Wed Apr 10 10:09:48 GMT 2024","Wed Apr 10 10:09:49 GMT 2024","99","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""id""","Негативный тест создание билд конфигурации с невалидными с невалидными данными в поле ""id."
"passed","Wed Apr 10 10:09:57 GMT 2024","Wed Apr 10 10:09:57 GMT 2024","22","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""id""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""id""."
"passed","Wed Apr 10 10:09:57 GMT 2024","Wed Apr 10 10:09:57 GMT 2024","23","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с пустым полем ""id""","Негативный тест проверяет создание нового проекта с пустым полем ""id""."
"passed","Wed Apr 10 10:18:02 GMT 2024","Wed Apr 10 10:18:22 GMT 2024","19684","tests.frontend","test_e2e_create_build_conf","","","","Проверка создания копии билд конфигурации с невалидным id","Негативный тест проверяет создания копии билд конфигурации с невалидным id ."
"passed","Wed Apr 10 10:25:16 GMT 2024","Wed Apr 10 10:25:40 GMT 2024","23188","tests.frontend","test_e2e_run_build_conf","","","","Проверка создания шагов билд конфигурации с последующим ее запуском","Негативный тест проверяет шагов билд конфигурации с последующим ее запуском и отображением ошибки."
"passed","Wed Apr 10 10:16:51 GMT 2024","Wed Apr 10 10:17:12 GMT 2024","20921","tests.frontend","test_e2e_create_build_conf","","","","Проверка создания копии билд конфигурации с изменением id билд конфигурации","Позитивный тест проверяет создания копии билд конфигурации с изменением id билд конфигурации."
"passed","Wed Apr 10 10:09:50 GMT 2024","Wed Apr 10 10:09:50 GMT 2024","119","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""project_id""","Негативный тест создание билд конфигурации с невалидными данными в поле ""project_id""."
"passed","Wed Apr 10 10:09:58 GMT 2024","Wed Apr 10 10:09:58 GMT 2024","42","tests.backend","test_create_project","TestProjectCreateWithVariantData","","","Проверка создания проекта с булевым значением ""False"" в ""copyAllAssociatedSettings""","Тест проверяет создание нового проекта с булевым значением ""False"" в ""copyAllAssociatedSettings""."
"passed","Wed Apr 10 10:20:24 GMT 2024","Wed Apr 10 10:20:41 GMT 2024","16950","tests.frontend","test_e2e_create_project","","","","Изменение данных проекта с использованием невалидного id с последующим корректным его изменением","Флоу из негативный теста по изменению проекта с невалидным id с последующим корректным его изменением."
"passed","Wed Apr 10 10:09:57 GMT 2024","Wed Apr 10 10:09:57 GMT 2024","32","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""id""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""id""."
"passed","Wed Apr 10 10:09:46 GMT 2024","Wed Apr 10 10:09:47 GMT 2024","742","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с пустым полем ""id""","Негативный тест создание билд конфигурации с пустым полем ""id""."
"passed","Wed Apr 10 10:09:57 GMT 2024","Wed Apr 10 10:09:57 GMT 2024","23","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""parentProject""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""parentProject""."
"passed","Wed Apr 10 10:09:53 GMT 2024","Wed Apr 10 10:09:53 GMT 2024","117","tests.backend","test_create_build_conf","TestBuildConfCreateWithoutObligatoryFields","","","Проверка создания билд конфигурации без поля ""steps""","Тест проверяет создание билд конфигурации без поля ""steps""."
"passed","Wed Apr 10 10:09:48 GMT 2024","Wed Apr 10 10:09:48 GMT 2024","100","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""id""","Негативный тест создание билд конфигурации с невалидными с невалидными данными в поле ""id."
"passed","Wed Apr 10 10:09:59 GMT 2024","Wed Apr 10 10:09:59 GMT 2024","67","tests.backend","test_create_project","TestProjectCreateWithTheSameData","","","Проверка создания проекта с уже существующим ""id"" другого проекта","Негативный тест проверяет создание нового проекта с уже существующим ""id"" другого проекта""."
"passed","Wed Apr 10 10:09:57 GMT 2024","Wed Apr 10 10:09:57 GMT 2024","22","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""parentProject""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""parentProject""."
"passed","Wed Apr 10 10:13:02 GMT 2024","Wed Apr 10 10:13:02 GMT 2024","87","tests.backend","test_run_build_conf","TestRunBuildConfWithWrongBuildConfId","","","Проверка запуска несуществующей билд конфигурации","Негативный тест проверяет запуск несуществующей билд конфигурации."
"passed","Wed Apr 10 10:20:58 GMT 2024","Wed Apr 10 10:21:14 GMT 2024","15594","tests.frontend","test_e2e_create_project","","","","Проверка создания копии проекта","Позитивный тест проверяет создание нового проекта на основе копирования с уже существующего."
"passed","Wed Apr 10 10:09:54 GMT 2024","Wed Apr 10 10:09:55 GMT 2024","116","tests.backend","test_create_build_conf","TestBuildConfCreateWithAlreadyUsedIdAndName","","","Проверка создания билд конфигурации с уже существующим ""id"" билд конфигурации","Негативный тест проверяет создание билд конфигурации с уже существующим ""id"" билд конфигурации."
"passed","Wed Apr 10 10:09:52 GMT 2024","Wed Apr 10 10:09:52 GMT 2024","123","tests.backend","test_create_build_conf","TestBuildConfCreateWithoutObligatoryFields","","","Проверка создания билд конфигурации с пустым полем ""steps""","Тест проверяет создание билд конфигурации с пустым полем ""steps""."
"passed","Wed Apr 10 10:09:58 GMT 2024","Wed Apr 10 10:09:58 GMT 2024","30","tests.backend","test_create_project","TestProjectCreateWithInvalidData","","","Проверка создания проекта с невалидными данными в поле ""parentProject""","Негативный тест проверяет создание нового проекта с невалидными данными в поле ""parentProject""."
"passed","Wed Apr 10 10:21:57 GMT 2024","Wed Apr 10 10:22:07 GMT 2024","10111","tests.frontend","test_e2e_create_project","","","","Проверка создания копии проекта с пустым полем ""id""","Негативный тест проверяет создание копии нового проекта с пустым полем ""id""."
"passed","Wed Apr 10 10:09:48 GMT 2024","Wed Apr 10 10:09:48 GMT 2024","110","tests.backend","test_create_build_conf","TestBuildCreateWithInvalidData","","","Проверка создания билд конфигурации с невалидными данными в поле ""id""","Негативный тест создание билд конфигурации с невалидными с невалидными данными в поле ""id."
